id,nama
46244,Tartrazin merk Unicol
47431,Ungu Anggur merk Unicol
45594,Uniwhite
44457,Sosweet
44310,Sosweet SPR 1A
44878,Sosweet SPR
44501,Sosweet SP
44872,Sosweet SPC
35702,Ponceau 4R merk Unicol
31180,Merah Ceri merk Indicol
29815,Merah Alura merk Unicol
29520,Merah Eritrosin merk Unicol
29408,Merah Rasberi Spc merk Unicol
30112,Merah Ceri merk Unicol
30007,Merah Scarlet merk Indicol
30626,Merah Scarlet merk Unicol
30640,Merah Orange merk Unicol
30087,Merah Stroberi merk Unicol
25553,Lake Kuning FCF merk Unicol
26271,Lake Eritrosin
26468,Kuning FCF merk Unicol
25975,Kuning Telur merk Indicol
26966,Lake Ponceau 4R merk Unicol
26347,Lake Coklat Tua merk Unicol
25528,Lake Tartrazin merk Unicol
25647,Lake Coklat HT merk Unicol
26063,Kuning Telur merk Unicol
26858,Kuning Orange merk Unicol
26561,Kuning Orange merk Indicol
25687,Kuning Telur Lemon merk Unicol
23076,Karmoisin merk Unicol
22865,Indigotin merk Unicol
22223,Hijau Tua merk Unicol
21066,Hitam merk Unicol
21628,Hijau Apel merk Unicol
22184,Hitam Spc merk Unicol
22100,Hijau Apel merk Indicol
15770,Eritrosin merk Unicol
10573,Coklat HT merk Unicol
11775,Coklat HT Spc merk Unicol
12374,Coklat Tua BT merk Unicol
10806,Coklat merk Unicol
12065,Coklat Tua merk Indicol
10756,Coklat Tua merk Unicol
12390,Coklat Tua 880905 merk Unicol
11000,Coklat Tua Spc merk Unicol
7836,Biru Berlian merk Unicol
6748,Biru Berlian Muda merk Unicol
49461,White Red Onion
48422,Zucchini
46342,Tomato
45252,Sweet Corn
43854,Spinach
44323,Spring Onion
42212,Shiitake
38968,Red Green bell pepper
36867,Pleurotus Ostreatus
35482,Pleurotus Eryngii
33356,Mushroom
27771,Leek
19425,Green Pea
20382,Green White Asparagus
19793,Green Bean
18786,Garlic
10751,Chive
11200,Cauliflower
12571,Celery
9277,Cabbage
9035,Carrot
6264,Broccoli
6924,Bean Sprout
6778,Black Fungus
6593,Bolu Love
8305,Barco
44568,TINI WINI BITI RASA SUSU
44412,TINI WINI BITI RASA PIZZA
45045,TINI WINI BITI RASA STROBERI
43792,TINI WINI BITI RASA COKLAT
44573,TINI WINI BITI RASA KEJU
44874,TINI WINI BITI POP RASA BEEF RAMYUN
44177,TINI WINI BITI RASA SATE AYAM
44865,TINI WINI BITI RASA MANIS
44643,TINI WINI BITI RASA JAGUNG MANIS
44154,TINI WINI BITI RASA ASIN
44689,TINI WINI BITI POP RASA HONEY SEAWEED
41100,SNIPS SNAPS CRACKERS ASIN
40109,SNIPS SNAPS BISKUIT ANEKA RASA ASSORTED 
39634,SNIPS SNAPS CRACKERS KEJU
40600,SNIPS SNAPS SANDWICH COKLAT
39828,SNIPS SNAPS SANDWICH CAPPUCCINO
40193,SNIPS SNAPS WAFER BLACKBERRY
40239,SNIPS SNAPS WAFER COKLAT
40527,SNIPS SNAPS WAFER COKLAT HAZELNUT
32214,Nano Nano Nougat Stroberi
33299,Nano Nano Milky Coklat
33132,Nano Nano Milky rasa Mangga Vanila
31619,Nano Nano Salsa Jeruk
31627,Nano Nano Plum ekspor 
32826,Nano Nano Salsa Asem
32765,Nano Nano Rujak Nanas Lokal dan Ekspor 
31941,Nano Nano Milky rasa Melon Vanila
33373,Nano Nano Nougat Original
32347,Nano Nano Chewy Rasa Kulit Jeruk
31845,Nano Nano Kulit Jeruk Lokal dan Ekspor 
33089,Nano Nano Nougat Coklat
32457,Nano Nano Salsa Mangga
32341,Nano Nano Milky Stroberi
31772,Nano Nano Salsa Mint
32867,Nano Nano Salsa Stroberi
31756,Nano Nano Chewy rasa Blueberry Lime
31881,Nano Nano Chewy rasa Mangga Sirsak
33025,Nano Nano Asam Jawa
32503,Nano Nano Salsa Jeruk Nipis
33221,Nano Nano Milky Vanila
31351,Nano Nano Belimbing Lokal dan Ekspor 
32416,Nano Nano Nougat Tiramisu
32291,Nano Nano Salsa Aneka rasa
32796,Nano Nano Salsa Sirsak
33398,Nano Nano Nougat Keju Cheese Bite 
25237,Konidin Peppermint Lozenges 
26832,Konidin Lozenges Mint
26594,Konidin Herbal Mint
21313,Inspiree rasa Eucalyptus Mint Bebas Gula
20931,Inspiree rasa Ice Cool Mint Bebas Gula
22358,Inspiree rasa Spear Mint Bebas Gula
19635,Hexos Bebas Gula Lemon Mint Lokal dan Ekspor 
20025,Hexos Extra Mint
19227,Hexos Lozenges Mint
20523,Hexos Barley Mint Lokal dan Ekspor 
20653,Hexos Extra Mint Licorice
19651,Hexos Bebas Gula Mint Lokal dan Ekspor 
18902,Hexos Lozenges Clove Mint
20853,Hexos Bebas Gula Blackberry Mint Lokal dan Ekspor 
19192,Hexos Mint Lokal dan Ekspor 
19071,Hexos Bebas Gula Teh Hijau Mint Lokal dan Ekspor 
19419,Hexos Lemon Mint Lokal dan Ekspor 
18312,Frozz Teh Hijau Mint Bebas Gula
16931,Frozz Blackberry Mint
18254,Frozz Anggur Mint
18234,Frozz Thyme Mint Bebas Gula
18003,Frozz Rasa Yuzu Mint
18443,Frozz Orange Mint
17583,Frozz Ceri Mint Lokal
18216,Frozz Krisantemum Mint Bebas Gula
18706,Frozz Ceri Mint Ekspor
17439,Frozz Lime Mint Lokal dan Ekspor 
18681,Frozz Barley Mint lokal dan ekspor 
17823,Frozz Blueberry Mint Lokal dan ekspor 
18063,Frozz Mangga Tropical Mango 
6366,Boom Strong Mint
7973,Boom Mint
10025,CHOCOMANIA KUKIS DENGAN BUTIRAN COKLAT DAN KERIPIK JAGUNG
9646,CHOCOMANIA FRUITY
9579,CHOCOMANIA KUKIS ANEKA RASA ASSORTED 
9509,CHOCOMANIA
9495,CHOCOMANIA RICH CHOCO
8354,CHOCOMANIA GIFT PACK
8852,CHOCOMANIA KELAPA
9409,CHOCOMANIA KEJU COKLAT
10011,CHOCOMANIA KACANG
9512,CHOCOMANIA WAFER COKLAT
9128,CHOCOMANIA WAFER COKLAT STROBERI
13644,Diasweet Litebite Baked Snack Umami
14205,DIASWEET LITEBITE COOKIES APEL
12880,Diasweet Litesip Skim Milk Coklat
13116,DIASWEET LITEBITE BAKED SNACK ORIGINAL
13946,Diasweet Serbuk 
14168,Diasweet Sediaan Pemanis Alami Stevia 
12729,Diasweet Litesip Skim Milk Vanila
14482,Diasweet Litesip Yellow Juice
13537,DIASWEET LITEBITE CRACKERS VEGETABLE
13033,DIASWEET LITEBITE WAFER COKLAT
13815,DIASWEET LITEBITE COOKIES KAYU MANIS
13049,Diasweet Pemanis Sukralosa 
13784,Diasweet Tablet 
12663,Diasweet Litesip Red Juice
13142,DIASWEET LITEBITE WAFER VANILA
13623,Diasweet Litesip Green Juice
14758,Ekstrak Pasak Bumi Powder
15551,Ekstrak Kering Tabat Barito
16379,Ekstrak Kering Jeruk
15330,Ekstrak Kering Kencur
14760,Ekstrak Kering Kunyit
16138,Ekstrak Jinten Hitam Powder
15878,FD Mangosteen Rind
16352,Ekstrak Kering Daun Sendok
16577,Ekstrak Alk Purwoceng
16018,Ekstrak Purwoceng Powder
14815,Ekstrak Kering Sri Gading
15162,Ekstrak Alk Jinten Hitam
15240,Ekstrak Kering Rumput Teki
14828,Ekstrak Lidah Buaya Powder
15527,Ekstrak Alk Pasak Bumi
15179,Ekstrak Kering Pecut Kuda
16384,Ekstrak Acmella Powder
15619,Ekstrak Kering Pulosari
17912,Frozz Mint Lokal dan Ekspor 
17547,Frozz Eucalyptus Mint
18779,Frozz Rasa Cool Mint
8089,Barry Callebaut White Chocolate
6238,Barry Callebaut Dark Chocolate
6921,Barry Callebaut Milk Compound
8021,Barry Callebaut Dark Compound
8113,Barry Callebaut Milk Chocolate
8254,Barry Callebaut White Compound
42697,Sorbitol NEOSORB 
32990,Native Starch
31239,Maltitol Syrup POLYSORB 
30362,Maltodextrin GLUCIDEX 
29841,Maltitol Syrup LYCASIN 
29543,Maltitol SWEETPEARL P 
28207,Liquid Sorbitol NEOSORB 
27588,Liquid Sorbitol D SORBITOL 
19011,Glucose syrup ROCLYS 
20705,Glucose Syrup MELIOST 
20237,Glucose Syrup FLOLYS 
18320,Food Modified Starch PREGEFLO C 
16885,Food Modified Starch CLERAM CR 
18741,Food Modified Starch PREGEFLO CH 
13932,Dried Glucose Syrup GLUCIDEX 
7842,Blended Sweetener POLYSORB 70 35 
8229,Blended Sweetener LYCASIN PAHCH 
44563,Sweet Chili Baby Fish
8263,Bawang Goreng Original
8264,Bawang Goreng Pedas
7801,Bawang Goreng Teri Pedas
38474,Roll Ikan
33957,Otak Otak
21799,Ikado
7272,Baso Ikan
36578,Parmesan Almond
10777,Choco Chip
10529,Choco Flake
10745,Choco Crunch
10894,Choco Mete
6577,Bola Mete
6327,Bola Kenari
46497,Tempura Battered Fish
37437,Pineapple Quarters Keping Nanas Goreng Beku 
37276,Pineapple Fritters
36396,Plain Banana Bites Pisang Potong Goreng Beku 
34744,Onion Rings
16951,Fried Chicken
18425,Fish Finger
12025,Crumbed Onion Rings
11839,Crumbed Fish
12657,Crumbed Chicken Sausage
10484,Chocolate Banana Bites Pisang Goreng Beku Isi Coklat 
12057,Crumbed Beef Sausage
11290,Chicken Drum Stick
11297,Chicken Cheese Smoked Beef Schnitzel
11058,Cheese Banana Bites Pisang Goreng Beku Isi Keju 
6528,Battered Banana Fritters
8199,Banana Fritters
45694,Temulawak Jahe Merah rasa Original merk Kertaloka
47283,Temulawak Jahe Merah rasa Low Sugar merk Kertaloka
46153,Temulawak Jahe Merah rasa Madu merk Kertaloka
38350,Rosela merk Kertaloka
25770,Kunyit Asem merk Kertaloka
24254,Kencur Remedy merk Kertaloka
7619,Bubuk Kunyit Asam merk Kertaloka
8098,Bubuk Temulawak Jahe Merah merk Kertaloka
31818,Nastar Kacang Ipung Cake Cookies
27507,Lidah Kucing Ipung Cake Cookies
26920,Kue Kacang Ipung Cake Cookies
27039,Kue Sagu Ipung Cake Cookies
7809,Biji Ketapang Ocih
49425,Yale Wafer Blok Coklat
48229,Yale Stick Bulat Jagung Bakar
47926,Yale Stick Bulat Coklat
47737,Yale Crackers Star Coklat
48672,Yale Nets Hot Super Pedas
7137,Bisibis Wafer Strawberry Vanila
6666,Bisibis Wafer Coklat
11808,Citoku Colek Crunchy Extra Saus
11118,Criscito Mini BBQ
10526,Criscito Mini Balado
22827,Hotwiss Mini Twist Jagung Bakar
22454,Hola Stick Cocopandan
21024,Hotwiss Mini Twist Balado
21482,Hot Stick Kentang Goreng Ekstra Sambal
21614,Hola Potato Stick
21246,Hola Rice Stick Jagung Bakar
20999,Hola Rice Stick Balado
30793,Migi migi Wafer Blueberry
29888,Migi migi Wafer Vanila Coklat
29866,Migi migi Stick Jagung Hawai
31253,Migi migi Wafer Coklat
30320,Migi migi Wafer Strawberry Vanila
30736,Migi migi Stick Coklat Susu
31630,Momogi Bintang Coklat
32467,Momogi Stick Coklat
32101,Momogi Love Cheese
31867,Momogi Stick Capucino
33361,Momogi Twist Jagung Bakar
32929,Momogi Stick Keju
33062,Momogi Mini Stick Jagung Bakar
33138,Momogi Stick Jagung Bakar
31485,Momogi Stick Tutti Frutti
36451,Pelet Potato E45
37173,Pelet Potato D45
35885,Pelet Potato A45
37915,Romy Crackers Stick Keju
39003,Romy Crackers Stick Cumi Pedas
37964,Romy Crispy Stick BBQ
46640,Tritos Crackers Hot Spicy
45780,Tritos Crackers Seaweed
46623,Twiststick Strawberry
46578,Twist Pop Mini Roasted Corn
47384,Twiststick Coklat
47030,Twiststick Blueberry
47054,Twist Pop Mini Ayam Panggang
48243,Yola Potato Stick
48441,Yale Hot Ring Balado
48480,Yale Ball Coklat
49255,Yale Nets Rumput Laut
49285,Yale Kentang Goreng Kari Ayam
48855,Yale Crackers Star Keju
47620,Yale Stick Bulat Cocopandan
48674,Yale Ball Soto Ayam
49431,Yutor Kentang Goreng Original
47627,Yale Ball Jagung Bakar Pedas
82115,stabilized peanut butter
54506,blanched peanut pieces
38063,Roasted peanut Roasted peanut split
38736,Roasted peanut pieces
36355,Peanut butter
37128,Peanut kernel
22480,High Oleic Peanut kernel
18392,Fried peanut
6532,Blanched peanut Blanched peanut split
27362,MINUMAN PRACAMPURAN PHYTO D FIBER
23963,KOPI PRACAMPURAN ACAI BERRY STEVICA
10223,CEMARA DAKTI MINUMAN PRACAMPURAN IQ MINDA ACAI BERRY
9787,CEMARA DAKTI KOPI PRACAMPURAN ACAI BERRY CEMAR A
23398,Kayu Manis
9438,Cabai
45813,Tiramisu Cake
40419,Roti Isi Selai Kacang Merah
37064,Pie Brownies Blueberry
37288,Pie Brownies Strawberry
36275,Panna Cotta Pudding
35833,Pie Brownies Nanas
11797,Cup Cake
10159,Cake Kismis
9813,Cake Tape Coklat
9642,Cake Marmer
9212,Cake tape
45303,TES Makanan Ringan Mi Rasa pedas Mie Dower 
44604,TES Makanan Ringan Ekstrudat Jagung Rasa Original Corn Chips 
44942,TES Makanan Ringan Ekstrudat Jagung Rasa Balado Padang Corn Chips 
43540,TES Makanan Ringan Ekstrudat Jagung Rasa Jagung Bakar Corn Chips 
44838,TES Makanan Ringan Ekstrudat Rasa Cocopandan Stik stik 
45404,TES Makanan Ringan Ekstrudat Jagung Rasa Sambal Limau Corn Chips 
45024,TES Makanan Ringan Ekstrudat Jagung Rasa Keju Nacho Corn Chips 
45189,TES Makanan Ringan Ekstrudat Rasa Coklat Corn Stik 
44864,TES Makanan Ringan Ekstrudat Jagung Rasa Jagung Barbeque Tortilla Chips 
43891,TES Makanan Ringan Ekstrudat Jagung Rasa Sambal Balado Tortilla Chips 
30706,MR HOTTEST Makanan Ringan Ekstrudat Jagung Rasa Jagung Bakar Corn Chips 
30647,MR HOTTEST Makanan Ringan Ekstrudat Jagung Rasa Balado Padang Corn Chips 
30716,MR HOTTEST MAITOS Makanan Ringan Ekstrudat Jagung Rasa Jagung Barbeque Tortilla Chips 
30631,MR HOTTEST MAITOS Makanan Ringan Ekstrudat Jagung Rasa Sambal Balado Tortilla Chips 
30143,MR HOTTEST MAITOS Makanan Ringan Ekstrudat Jagung Rasa Original Corn Chips 
29379,MR HOTTEST MAITOS Makanan Ringan Ekstrudat Jagung Rasa Balado Padang Corn Chips 
31344,MR HOTTEST Makanan Ringan Ekstrudat Jagung Rasa Barbeque Fiesta Corn Chips 
30406,MR HOTTEST MAITOS Makanan Ringan Ekstrudat Jagung Rasa Sambal Limau Corn Chips 
10367,CHUBA Makanan Ringan Ekstrudat Jagung Rasa Balado Padang Corn Chips 
9854,CHUBA Makanan Ringan Ekstrudat Jagung Rasa Barbeque Fiesta Corn Chips 
9683,CHUBA Makanan Ringan Ekstrudat Rasa Strawberry Sponge 
8419,CHUBAMAN Makanan Ringan Ekstrudat Rasa Coklat Corn stik 
10051,CHUBA Makanan Ringan Ekstrudat Jagung Rasa Original Corn Chips 
8924,CHUBA Makanan Ringan Ekstrudat Jagung Rasa Sambal Limau Corn Chips 
10009,CHUBA Makanan Ringan Ekstrudat Rasa Coklat Sponge 
8822,CHUBA Makanan Ringan Mi Rasa Ayam Bawang
9592,CHUBA Makanan Ringan Mi Rasa Sambal Balado
43154,Sambal Terasi Uleg
38028,Quarter Black Bun 
9731,Bun 5 Black Bun 
9583,Bun 5 Red Bun 
9436,Bun 4 Black Bun 
26770,Kolang kaling kemasan botol
9027,Carica kemasan mangkuk plastik 110 g
10291,Carica kemasan mangkuk plastik 220 g
10431,Carica kemasan botol
47700,Vigo Kornet Koin
47630,Vigo Mini Burger Sapi
49002,Vigo Kornet Ayam
48540,Vigo Sosis Ayam Panjang isi 15
48864,Vigo Sosis Sapi Panjang isi 15
49132,Vigo Sosis Sapi Ekonomi
47917,Vigo Sosis Sapi dan Ayam 20 40
47770,Vigo Sosis Ayam 40
48012,Vigo Kornet Stick
48302,Vigo Sosis Ayam
47880,Vigo Kornet Ayam Special
49469,Vigo Burger Daging Sapi
48862,Vigo Sosis Sapi Panjang isi 30
48550,Vigo Sosis Sapi dan Ayam 30
49114,Vigo Sosis Sapi
48514,Vigo Sosis Sapi dan Ayam 15 30
29582,Madusarifood Sosis Sapi Jumbo Beef Sausages Jumbo 
31302,Madusarifood Sosis Sapi Junior Beef Sausages Junior 
30173,Madusarifood Sosis sapi MT
30261,Madusarifood Sosis Ayam Reguler
31002,Madusarifood Minced Beef
29338,Madusarifood Burger Mini BT
30176,Madusarifood Beef Cocktail Reguler
29627,Madusarifood Sosis sapi Reguler Beef Sausages Reguler 
30319,Madusarifood Sosis Sapi Special
30826,Madusarifood Chicken Oregano
29766,Madusarifood Sosis Sapi dan Ayam Rasa Hot Spicy
30155,Madusarifood Sosis Sapi Bratwurst Skinless
31257,Madusarifood Chicken Sausages
30546,Madusarifood Beef Sausages
30031,Madusarifood Sosis Sapi Bratwurst
29529,Madusarifood Chicken Cocktail Reguler
30840,Madusarifood Beef Oregano
30128,Madusarifood Sosis Ayam Rasa Madu
29384,Madusarifood Smoked Beef
30787,Madusarifood Sosis Sapi dan Ayam Rasa Keju
30389,Madusarifood Sosis Sapi Lada Hitam Skinless
9598,Carrefour Sosis Sapi Goreng
12736,Delimeat Smoked Beef
13475,Delimeat Chicken Cocktail Reguler
13031,Delimeat Chicken Sausages
14094,Delimeat Beef Sausages
12768,Delimeat Sosis Sapi Bratwurst Skinless
12847,Delimeat Smoked Beef Economical
13814,Delimeat Sosis Bratwurst Big
13900,Delimeat Beef Cocktail Reguler
12945,Delimeat Beef Burger
18638,Fino Sosis Ayam
18713,Fino Daging Burger Ayam
17847,Fino Kornet Koin
17571,Fino Bakso Ayam Bentuk Sosis
17922,Fino Burger Sapi
16906,Fino Kornet Stick
18102,Fino Sosis Sapi
26110,Kimbo Smoked Beef
26319,Kimbo Sosis Sapi Siap Makan Lauk Rasa Baso Sapi 
26295,Kimbo Chatz Sosis Ikan Siap Makan Rasa Otak otak
26006,Kimbo Chatz Sosis Sapi Siap Makan Rasa Keju
26258,Kimbo Chatz Sosis Sapi Siap Makan Rasa Rendang
27167,Kimbo Daging Sapi Olahan Serbaguna
25868,Kimbo Sosis Sapi Keju
26819,Kimbo Chatz Sosis Sapi Siap Makan Rasa Tom Yum
27045,Kimbo Chatz Sosis Ayam Siap Makan Dengan Nata De Coco
25887,Kimbo Sosis Ayam Rasa Madu
27087,Kimbo Sosis Sapi Serbaguna
25415,Kimbo Daging Ayam Olahan Serbaguna
26997,Kimbo Burger Sapi Untuk Roti Tawar Kimbo Ekspress Burger Sandwich 
26511,Kimbo Sosis Ayam
25605,Kimbo Burger Daging sapi
26324,Kimbo Sosis Sapi dan Ayam Rasa Hot Spicy
26373,Kimbo Reddi sosis sapi siap makan rasa Original
26056,Kimbo Sosis Ayam Siap Makan Rasa Hot Spicy
25958,Kimbo Sosis Sapi Bratwurst
26188,Kimbo Sosis Sapi Goreng
27053,Kimbo Reddi sosis ayam siap makan rasa Original
26948,Kimbo Sosis Sapi dan Ayam Rasa Keju
26285,Kimbo Reddi Sosis Sapi Siap Makan Rasa Keju Panggang
25820,Kimbo Sosis Ayam Siap Makan Lauk Sosis Rasa Ayam Bakar 
27131,Kimbo Reddi Sosis Ikan Siap Makan Rasa Otak otak
27296,Kimbo Reddi Sosis Ayam Siap Makan Rasa Jagung Pedas
25486,Kimbo Sosis Sapi Potongan Daging Asap Kimbo Chunky Sosis 
26438,Kimbo Sosis Sapi Lada Hitam
29624,Madusarifood Chicken Sausage BL
29551,Madusarifood Beef Burger PH
29662,Madusarifood Bratwurst Black Pepper
29347,Madusarifood Sosis sapi Giant Beef Sausages Giant 
30514,Madusarifood Sosis Sapi PH
50062, SEGUM Tuna in Oil
47867, La Perla Sardine in Oil
48275, GOLD PRIMA Sardine in Oil
49361, MALI PRINCE Sardine in Oil
8598,CANNED TUNA IN VEGETABLE OIL BLUESEA 
10086,CANNED TUNA IN VEGETABLE OIL SINDBAD 
9890,CANNED TUNA IN VEGETABLE OIL DINDA 
10047,CANNED TUNA SALAD SUNNARA 
9351,CANNED TUNA IN VEGETABLE OIL SIBLUE 
8875,CANNED TUNA IN VEGETABLE OIL LIMAR 
10054,CANNED TUNA IN BRINE BLUE OCEAN 
8409,CANNED TUNA IN VEGETABLE OIL QUEEN ALMALEKAH 
9136,CANNED TUNA IN VEGETABLE OIL FI 
10195,CANNED TUNA IN BRINE ELAN 
8803,CANNED TUNA IN VEGETABLE OIL ALSAYAD 
8694,CANNED TUNA IN VEGETABLE OIL AL AQEELAH 
9037,CANNED TUNA IN VEGETABLE OIL K PRIMA 
9092,CANNED TUNA IN VEGETABLE OIL TRITUNA 
9276,CANNED TUNA IN VEGETABLE OIL RINO 
10236,CANNED TUNA IN VEGETABLE OIL BARAKA 
10078,CANNED TUNA IN VEGETABLE OIL RUBAL 
9273,CANNED SARDINES IN VEGETABLE OIL MARINA 
9359,CANNED TUNA IN VEGETABLE OIL SUPERDREAM 
10095,CANNED TUNA IN VEGETABLE OIL FOODLOVE 
8407,CANNED TUNA IN VEGETABLE OIL ARABIAN SEA 
8702,CANNED TUNA IN VEGETABLE OIL NABAT 
9923,CANNED TUNA IN VEGETABLE OIL AL SALWA 
8671,CANNED TUNA IN BALADO ASAHI 
9454,CANNED TUNA IN VEGETABLE OIL FRESH 
10364,CANNED TUNA IN VEGETABLE OIL BLUE OCEAN 
9757,CANNED TUNA IN BRINE BELLA 
10341,CANNED TUNA IN VEGETABLE OIL HABBA ALBARAKA 
9066,CANNED TUNA IN VEGETABLE OIL ELAN 
9695,CANNED TUNA IN BRINE FRESHLY 
9880,CANNED TUNA IN BRINE ASAHI 
10107,CANNED TUNA HOT SPICY DOLLY 
9234,CANNED TUNA IN VEGETABLE OIL APPETITOSO 
9335,CANNED TUNA IN VEGETABLE OIL AMERICANA 
9029,CANNED TUNA IN VEGETABLE OIL AL MUTHEL 
10340,CANNED TUNA IN VEGETABLE OIL BEST FISH 
9840,CANNED TUNA IN VEGETABLE OIL ALYEMENIA 
9063,CANNED TUNA IN VEGETABLE OIL SUNNARA 
10186,CANNED TUNA IN VEGETABLE OIL WITH CHILI SUPER DREAM 
9860,CANNED TUNA IN VEGETABLE OIL TUNATUN 
8679,CANNED TUNA IN VEGETABLE OIL LAFISH 
9133,CANNED TUNA IN VEGETABLE OIL SALALAH 
10234,CANNED TUNA IN VEGETABLE OIL DOLLY 
8546,CANNED TUNA IN VEGETABLE OIL SUPER DWARF 
9675,CANNED TUNA IN VEGETABLE OIL ALBASMA 
10083,CANNED TUNA IN VEGETABLE OIL AL WALEMEH 
9730,CANNED TUNA IN VEGETABLE OIL WITH CHILI AMERICANA 
10062,CANNED TUNA IN VEGETABLE OIL AL GANUB 
9312,CANNED TUNA IN VEGETABLE OIL SIBLU 
10366,CANNED TUNA IN VEGETABLE OIL AYA 
9465,CANNED TUNA IN VEGETABLE OIL MARINA 
8367,CANNED TUNA IN VEGETABLE OIL KINGS CHOICE 
9908,CANNED TUNA IN VEGETABLE OIL BELLA 
9875,CANNED TUNA IN VEGETABLE OIL ALMADINA 
9737,CANNED TUNA IN VEGETABLE OIL PACIFIC KING 
8676,CANNED TUNA IN VEGETABLE OIL OMQ AL MOHET 
10135,CANNED TUNA IN VEGETABLE OIL ASAHI 
8910,CANNED TUNA IN VEGETABLE OIL ALMAMLAKA 
8429,CANNED TUNA IN VEGETABLE OIL BEACHES ALWATANIA 
10284,CANNED TUNA IN VEGETABLE OIL AL SAHI 
8487,CANNED TUNA IN BRINE AL MADINA 
9745,CANNED TUNA IN VEGETABLE OIL FRESHLY 
8584,CANNED TUNA IN VEGETABLE OIL GOLDFISH 
9058,CANNED TUNA IN BRINE RAYSUT 
8964,CANNED SARDINES IN VEGETABLE OIL BALKO 
9220,CANNED TUNA IN VEGETABLE OIL QUPTAN 
10333,CANNED SARDINES IN VEGETABLE OIL CLASSY 
10308,CANNED TUNA IN VEGETABLE OIL DANDY 
32124,NESTLE CRUNCH WAFER CARAMEL FLAVOURED
33140,NESTLE CRUNCH WAFER STRAWBERRY FLAVOURED
32544,NESTLE HONEY STAR
32333,NESTLE CRUNCH WAFER BERRY N NUTS FLAVOUR
31577,NESTLE CRUNCH WAFER CHOCOLATE FLAVOURED
32998,NESTLE KOKO KRUNCH DUO
29143,MILO NUGGET
29079,MILO TABLET MILO CHOCO BAR
27714,MILK CHOCOLATE COATING HARMONI
25118,KIT KAT INTERNATIONAL RECIPE KIT KAT
24732,KIT KAT BITES
23940,KIT KAT CHUNKY
22805,ICE CREAM COATING KS2
9853,COMPOUND CONE SPRAY COATING
10354,COMPOUND COATING
10055,COMPOUND MILK MIDDLE EAST
10084,COMPOUND CHOCOLATE COUVERTURE
9217,CHOCOLATE RIPPLE
10158,CORN CRUNCH EXTRUDED PIECES
37919,Ravel
23268,Kecap Asin Chez s 620 ml
23735,Kecap Asin Chez s 140 ml
24748,Kecap Asin Cap Pohon Pinang 620 ml
22931,Kecap Sayur Cap Pohon Pinang 620 ml
10959,Cuka Prendjak 620 ml
11720,Cuka Prendjak 300 ml
10632,Cuka Prendjak 140 ml
8867,Canbo Lemonade
46545,VALUE PLUS Minyak Goreng Sawit 
38487,RBD Super Olein Refined Bleached Deodorized Super Olein 
39251,RBD CNO Refined Bleached Deodorized Crude Coconut Oil 
38149,RBD Olein Refined Bleached Deodorized Olein 
38768,RBD Stearin Refined Bleached Deodorized Stearin 
37680,RBD PO Refined Bleached Deodorized Palm Oil 
37102,PRISCO Minyak Goreng Sawit 
36689,PROLIN Minyak Goreng Sawit 
36224,PURINO Minyak Goreng Kelapa 
9568,CFAD Coconut Fatty Acid Distillate 
9457,CLOUDIFIER LOW BRIX 001
43466,SUPER ZUPER PERMEN LOLLIPOP RASA STROBERI
42495,SUPER ZUPER PERMEN RASA LEMON
43002,SUPER ZUPER PERMEN RASA STROBERI
43098,SUPER ZUPER PERMEN LOLLIPOP RASA MANGGA
41872,SUPER ZUPER PERMEN LOLLIPOP RASA LEMON
42839,SUPER ZUPER PERMEN RASA JERUK
41600,SUPER ZUPER PERMEN LOLLIPOP RASA JERUK
40866,SPLIT PERMEN RASA LEMON
41375,SPLIT PERMEN LOLLIPOP RASA LEMON
41211,SUKOKA PERMEN SUSU KOPI
27728,MILKITA PERMEN SUSU
28359,MILKITA PERMEN SUSU RASA VANILLA
28930,MILKITA KRIMER KENTAL MANIS 02
28929,MILKITA KRIMER KENTAL MANIS 01
27457,MILKITA PERMEN SUSU LOLLIPOP RASA STROBERI
27767,MILKITA PERMEN SUSU RASA COKELAT
28260,MILKITA PERMEN SUSU RASA MELON
27994,MILKITA KRIMER KENTAL MANIS COKELAT
27681,MILKITA PERMEN SUSU LOLLIPOP RASA PISANG
28089,MILKITA PERMEN SUSU LOLLIPOP RASA COKELAT MINT SUSU
28363,MILKITA PERMEN SUSU RASA CAPPUCINO
28186,MILKITA SUSU KENTAL MANIS
28432,MILKITA PERMEN SUSU RASA STROBERI
27781,MINTCHOKA PERMEN RASA MINT COKELAT
28759,MILKITA PERMEN SUSU LOLLIPOP RASA COKELAT
28038,MILKITA PERMEN SUSU LOLLIPOP RASA MELON
27813,MILKITA PERMEN SUSU RASA PISANG
27381,MILKITA PERMEN SUSU LOLLIPOP RASA STROBERI COKELAT SUSU
22238,JAGOAN NEON LOLLIPOP PERMEN RASA ANGGUR
21120,JAGOAN NEON LOLLIPOP PERMEN RASA MANGGA
21530,JAGOAN NEON LOLLIPOP PERMEN RASA JERUK
21330,JAGOAN NEON PERMEN RASA ANGGUR
21498,JAGOAN NEON LOLLIPOP PERMEN RASA STROBERI
21257,JAGOAN NEON LOLLIPOP PERMEN RASA JAMBU
21462,JAGOAN NEON PERMEN RASA JAMBU
20918,JAGOAN NEON PERMEN RASA JERUK
