food,cert
14368,3800
14434,3618
49276,12898
13508,920
49068,900
13131,9452
13839,2082
14504,2104
12746,10695
14347,415
48609,2776
13771,3563
49117,873
48000,2119
14598,2734
48539,2200
14124,3692
47844,1743
48970,2552
47664,900
48393,1486
48675,1397
14118,9452
48648,1397
49241,2119
67801,867
80852,51083
12734,6474
48676,869
48820,3081
13190,3692
14077,1253
48367,1397
14146,2140
49334,2119
14480,3251
49298,3724
13184,10809
49081,1911
12972,12886
48370,1397
48742,806
13845,920
14717,1311
13604,2104
47678,4507
13965,3509
48775,29656
14209,2102
49373,1011
48230,1397
13643,1135
47558,2119
13443,2735
49427,2776
49325,313
48812,3771
13134,3251
48029,2119
49296,806
13636,644
49447,4507
14035,9452
47791,2776
14027,3251
14619,3535
47833,19704
14126,3564
12776,7193
48964,1493
48839,313
47947,1848
48172,806
14123,9452
14431,877
48629,2749
14026,1311
14572,920
47998,1397
14009,2104
48132,1571
49451,1397
14403,1809
48213,2749
49322,47821
12865,4342
49196,2144
14372,3563
47596,3558
14245,4342
49119,2119
48422,2059
14265,999
49182,2119
14678,2734
14131,1795
48298,900
13039,5864
13615,1629
49491,2119
13464,784
49388,2119
48461,2749
13870,179
47729,2259
48664,834
49487,873
13562,2735
13197,644
48849,4512
48401,2119
13884,3795
48215,48800
49288,1571
14623,7193
49357,869
13205,2504
13863,7193
49488,6383
48711,1486
14498,3563
47645,3634
49364,900
13002,2911
49368,2119
14050,4506
14491,4342
13559,2061
12675,3520
67718,1311
48387,11689
14614,12878
49157,9452
13187,1131
49218,3721
12915,2505
48136,997
13620,3264
14334,1442
49133,1123
14617,3251
49080,2119
14627,2140
48352,3520
14333,2734
48007,3251
13115,1341
48953,900
49278,6474
47829,3251
13161,920
48355,3828
13865,1412
48963,2119
49203,918
12663,13543
13645,8689
47683,7219
14645,358
13924,9452
13785,354
48162,11689
49446,432
13027,5387
48457,900
14418,3070
12691,3482
13824,790
48782,3716
13772,1810
47940,1624
13455,3602
48246,4916
14364,13538
48911,2728
48415,5864
13827,3251
48008,11693
48437,432
14438,12887
47811,4165
14683,1939
48924,3490
13583,2735
48103,2749
14227,1660
47968,920
47757,1848
48119,2262
14031,3620
48459,2119
13041,1657
47847,1915
49433,3291
49329,1255
14374,11561
49361,8657
13424,3253
48451,2776
13546,3260
67207,2139
13047,401
48918,3269
49341,3268
14115,1629
49236,1493
48405,3771
49161,7219
14463,662
49353,12898
14134,2735
47668,11693
13418,1795
48059,2119
47812,1261
48745,1566
48174,2734
14159,369
48674,6384
13331,3563
13931,2734
48759,1916
12892,1939
48060,900
14720,1604
48643,1571
13996,2735
47804,3291
48522,2119
13260,3563
48910,2749
13336,3563
48306,1566
47731,3776
13489,1343
14711,369
47538,2140
14449,6474
48178,3716
49244,2749
13527,1311
13350,7582
48239,2776
48967,25898
48411,2951
13951,3306
49384,1397
13160,2504
48985,4978
13729,4342
48737,13761
14264,3563
47818,19105
14016,1477
14301,12887
48072,4507
13667,662
48155,3716
13124,401
47781,1397
14396,1258
47689,2147
49473,7219
48324,2119
13820,724
13409,1312
49065,806
47643,1334
48965,900
14398,401
48670,1011
13605,3520
47621,362
13459,2735
48363,3251
13549,2550
14721,352
13119,3563
13106,9452
48731,2147
12997,401
13866,10671
13200,2697
13432,2008
47595,1397
48207,9410
13110,644
49109,1624
12764,2417
48125,2119
14560,644
48327,24651
47586,2119
13150,4165
49422,1341
12766,4342
49438,17112
13483,3564
48158,2108
13906,9452
14547,1258
48093,2776
13383,179
49031,2119
12813,9452
48552,3771
14446,1159
48869,2776
13480,1978
47930,2119
13941,1795
13012,2104
67324,1311
49217,11689
13680,3309
14693,3507
47633,2228
14063,12879
48527,6383
47963,1261
47775,2119
14269,2735
13273,3564
14439,1937
14352,1809
48627,1571
47517,48492
48956,2263
14281,6107
49088,900
13411,13697
49460,12898
47740,2119
13948,3260
48700,2422
12768,8690
48573,2119
14367,2735
49180,49233
12825,1660
48679,1624
13875,9431
14447,2734
13449,3569
47681,2430
12769,1339
12763,1133
13313,2201
48634,1743
13590,1000
13094,2735
14586,1795
47890,3533
48547,7585
14200,1795
13072,12878
13221,12898
14365,3771
47696,3771
47802,2119
13976,920
47800,3066
48386,2440
14519,5864
48665,2097
49347,1959
13869,1633
49143,7219
13384,2552
49314,3291
48237,1289
14520,644
13568,369
47737,6384
14676,2734
47891,1123
49445,4506
48635,1117
13664,1795
13436,9452
48703,2119
49386,900
14531,2734
14457,4342
48290,869
12713,12879
47815,1534
13517,9452
48579,3716
13793,8908
48275,8657
14232,3695
13295,4555
48234,4550
13647,13542
13158,13538
49471,3565
48940,2734
48481,1833
14302,790
48678,11689
13852,1754
48578,1972
48168,2142
13422,5415
48195,1833
48566,878
14354,1133
48001,3602
48668,2710
13834,9452
48395,47822
47648,11438
12936,1939
48523,1341
13407,3489
47725,3558
49149,900
49230,4342
48300,1392
13055,12878
48181,3828
12704,354
48662,3251
13995,9452
47922,2119
14261,2909
47880,8690
48922,582
13832,3483
48960,29656
13220,3483
49494,1657
48301,3490
13318,11689
48995,1343
49039,17646
48057,875
49120,2776
13389,1254
49110,7585
14217,1803
48264,1743
14322,8593
13661,2734
14296,3082
47841,2028
48610,11693
14604,1447
13057,7193
47994,2119
13638,2177
13868,3563
48037,1397
12854,2218
13341,12878
48837,900
48067,47821
13809,2182
47738,1257
13261,11561
49370,2119
48374,19105
13330,1142
47951,2148
48140,1397
13370,1285
13905,3497
48173,12898
12667,3563
13581,2898
13520,2104
48156,4512
14088,790
14579,4342
49066,1118
13148,3563
14290,11550
47698,1571
13472,3570
47924,1571
14833,335
48748,1397
15673,313
15757,4998
49317,900
16516,3282
48901,3545
48396,875
16133,3316
15258,806
15009,2734
16214,2505
48045,1412
14879,644
47882,869
15052,335
15082,222
47691,7219
48258,583
47971,1915
14960,3018
15341,4342
47899,1458
49024,3298
16779,875
16741,2398
48373,3434
16769,644
47552,12898
15857,1335
14792,2197
47900,806
16606,14936
47726,4512
49101,4506
16560,2859
15043,1991
15786,14933
16487,1341
15484,3558
16645,1848
16230,3251
47615,1397
16535,1991
48872,49234
15528,3071
47853,1397
15199,334
48916,2119
14888,923
48406,1824
48509,806
14971,3018
48152,19704
16491,724
49010,2776
15934,15777
49265,2119
15388,335
16105,5331
16206,4539
16553,1797
48749,3251
16771,2566
48418,2142
48925,900
48260,1624
15084,2139
49377,1915
48270,2119
48954,1011
15511,14936
15092,2552
16330,2139
49085,3072
15761,14976
47805,1624
15321,999
48062,3716
15733,15787
48671,7219
16406,1518
48983,1001
15152,1514
48482,7219
81178,2864
15946,878
49249,1337
48360,9410
48276,1571
15126,2139
15828,1991
48122,3771
48892,2119
15003,15638
47917,8690
15874,9227
48577,1346
15249,5415
15013,2197
14783,724
47823,3165
14912,15787
49245,1624
16565,1174
14758,1295
49349,2749
15527,1295
48572,7585
15529,15641
15606,920
47550,1430
47524,3771
15289,724
14771,5863
48589,2119
14925,3195
48034,900
15545,335
47566,2731
16290,422
15261,2734
47564,1397
15059,5024
15802,874
48835,1534
48389,6383
47793,48796
48203,3319
49490,1493
15073,806
48644,3533
14796,2566
49125,15604
16688,2147
16041,3516
48568,5864
14884,3251
48185,1301
47919,29656
15479,644
16598,2414
16241,1335
48200,900
16215,878
48806,11691
15842,5863
48321,11662
16008,2197
16488,878
49058,3473
47937,2776
16743,2197
47672,2728
15696,3071
49277,9452
14748,1335
49118,29656
15397,15744
15017,15745
48466,3771
15562,878
48142,49234
49205,2119
15910,14976
48625,3771
49408,3570
15722,15745
49153,432
15506,335
16668,15745
14911,335
48592,1000
15540,1574
49106,1001
16681,335
48597,1833
48945,2119
16742,2561
49104,7219
48183,313
14737,852
48463,3269
15061,335
48082,900
15977,2734
49215,1743
47756,1624
15509,1082
47865,2119
15306,2504
16078,15787
48154,3550
48438,1569
14832,1343
16002,1082
47858,6474
49151,4512
48952,3771
16778,1984
48900,2147
15752,334
49273,1288
48842,3423
16015,360
48870,17112
16216,1128
16119,1657
48606,1288
66845,2139
15931,878
16181,5331
48607,7219
15418,3316
47884,3558
16167,14936
16433,14932
48669,2552
15895,15635
48548,11689
16474,2197
49463,9410
48701,1131
47733,1323
48269,1566
15760,2406
16613,14932
48453,29152
80853,2515
48265,2482
15222,4160
47628,2119
16048,2547
16706,2222
48521,1911
15322,15638
47655,834
16033,2566
49087,2119
16682,335
48865,6138
16642,335
15707,878
16525,335
15457,806
47717,900
16233,15838
16117,3251
16693,2139
16052,2748
48055,2030
14955,987
15216,2197
48425,5863
48488,2119
14821,336
48538,2776
15376,923
15867,2734
47695,4981
14752,1082
49018,1311
15783,3064
49381,2734
49405,313
15937,1518
49192,724
49138,3771
14817,2406
48159,9225
16184,806
48403,2119
15085,336
48778,4161
14763,3251
49155,3251
16244,913
16478,1579
47845,9412
48199,2119
49132,8690
14808,336
47623,4512
49213,869
14859,331
48584,1569
16431,2859
48381,353
14887,2405
47665,2119
15449,1257
15605,14932
80921,476
14852,1335
47835,1615
15202,2197
47786,3782
16728,1579
16636,335
48986,1743
16497,2405
47839,1397
48728,2728
48532,2119
15570,15836
48394,3251
16383,15776
16446,14977
49371,4342
15383,3071
49091,2119
48574,1397
15451,2197
15006,1174
48822,2119
15432,1455
15697,914
49375,4342
48531,2119
48807,29656
16590,2140
16545,367
15091,920
16720,7193
15549,3071
49459,918
48853,900
15823,3251
47860,2776
15421,1579
48489,11693
16282,2547
48962,1397
15045,336
15666,2734
47724,1335
48077,806
14868,923
49268,3269
16641,1082
15801,336
47763,9452
15179,1295
49343,1442
14928,1335
48836,2119
15837,1579
49450,2263
49297,2728
48927,1397
15741,2566
48303,3512
15553,852
16360,874
47903,3511
48864,8690
15997,1991
49261,2119
66834,2139
14941,2139
48342,900
16114,3316
49313,1397
49286,3309
16767,15640
15180,5415
15550,4164
49339,806
48344,1567
16100,14978
48259,8586
16445,2413
48772,24651
16489,2734
49321,3319
47649,2119
16744,335
47955,1571
47836,900
48752,2900
48009,4342
48933,29656
15739,5331
48447,1743
15619,1295
48921,3269
16172,1514
49391,2119
15708,3316
48632,4978
15133,1514
47582,4165
49051,1907
48957,1571
47923,2119
48089,1011
48379,2776
16106,806
49074,48800
15446,2565
15135,5415
48756,2734
16075,1335
48776,9452
14967,878
16623,1335
48725,2119
47742,3264
16154,335
15988,1335
16659,1579
49355,9452
15286,873
47987,1569
16612,1335
49389,1743
16503,3536
48777,316
14954,3018
48695,17112
48268,1851
15983,7193
49006,2261
48169,11449
16393,1174
48847,49234
15898,878
47663,2148
49092,2776
16107,1335
48361,1120
16164,1991
47578,4553
49166,1131
16195,874
14854,2139
48345,2147
16588,2552
48747,2119
15791,14932
48228,5005
15433,335
16248,878
47861,1403
15188,2139
47677,806
15626,1082
15405,14931
47868,3828
48469,2119
49429,1848
15283,1335
16620,1082
49434,313
16340,14932
48715,15607
15132,999
15041,852
49136,2440
14860,8934
47856,2426
16209,4507
49378,2119
15591,14932
48779,3269
15234,1991
48642,1915
48630,2119
48024,1011
49072,1628
16313,14932
49318,3291
15632,2414
48677,5863
16691,2139
16566,313
16137,1116
47587,313
15723,15635
48223,1306
16677,15775
16428,878
48554,1566
15945,3251
48050,428
15168,3064
48491,11663
48242,3291
15800,1514
15814,1335
16759,1991
15242,15775
48517,2119
16229,335
48686,7585
15027,2139
49495,6383
14776,1082
47661,3716
16517,874
15677,1085
15860,806
47585,1624
15100,914
16495,5024
48330,1397
48880,4131
48445,2140
15763,1172
47927,1624
48428,183
14917,15777
49425,6384
47909,2119
48734,902
14787,336
47706,2106
48660,7219
16275,336
47607,3657
15678,2566
16481,1337
47849,3018
80871,3569
15750,2139
49160,3511
16316,1797
48470,1397
49237,1848
16671,313
48845,878
48649,2119
16528,878
48792,1288
14964,15637
48514,8690
15219,2197
15350,2748
15819,3316
14952,1752
49162,1566
15231,2140
47613,1743
48781,3274
15951,1627
48027,2119
16470,1984
48990,2119
15423,336
49352,2776
47956,12898
15956,14932
47907,2119
16638,336
48895,11663
16160,644
16515,1335
16723,920
48054,1442
47993,4152
16212,1129
16784,2734
49014,12898
47699,1120
48659,2119
15589,14931
49223,2119
15547,806
14731,336
15372,335
47789,2734
14874,313
48619,900
15124,15779
49372,1624
16028,2197
49017,4550
14918,335
48278,1397
15494,14932
49016,2414
49411,4512
15900,3800
15774,3251
16621,1335
47730,1340
49096,724
14777,15602
48084,3558
48375,11689
15269,806
15439,1797
15659,335
49079,3692
16760,1458
16507,913
49258,2119
15735,3064
49189,2119
48191,852
15122,313
16162,644
47918,48801
16637,3800
47808,1273
48216,1570
16014,1848
15000,15838
48859,1323
16490,2552
15392,878
47989,2414
14873,491
48563,2776
48978,1566
15897,878
49008,17112
16577,1295
47619,1398
15362,3070
16600,985
15278,14936
15016,2735
47580,48796
15313,2142
15033,2139
15038,334
49383,48796
15660,15778
48968,29152
16711,1579
48098,24651
47588,48801
49063,852
15565,1174
48744,2119
16399,15772
16684,1797
48852,2119
14999,2148
16572,1082
47533,1789
14981,1335
48473,2119
47782,2749
16059,556
48364,1571
14987,336
15246,3082
49472,2119
48530,900
16193,3251
48032,1848
48030,2119
49171,2119
49332,3490
15914,15602
47659,4165
15380,2197
14956,3018
48468,900
47544,183
15648,2197
14788,7193
48930,10698
47944,3018
15414,491
14818,2414
48086,4165
47838,1571
14962,1657
15117,4525
16787,4525
16294,15745
48761,900
16416,1335
15198,1514
47761,2119
48201,1159
16066,2414
48991,3828
15927,1514
16482,1991
48244,1571
15590,1579
16492,1337
48099,900
49453,2119
48966,869
16676,2197
15072,1082
15623,2197
48544,2263
49177,5861
14800,852
47703,3269
47534,900
48685,1848
16266,2566
16016,3251
48757,1848
48436,1397
16109,2735
49041,1123
14862,2406
48091,3251
15049,335
48841,2119
15913,2147
49414,806
15037,3064
48377,1011
14838,2197
47894,3251
48540,8690
15065,14932
15524,878
48388,806
15903,2197
49150,2179
16063,878
15686,9227
15113,14977
14802,15775
48529,2119
48311,8591
47770,8690
16687,1337
47886,3716
15327,2078
16504,2139
48558,2119
49366,900
15197,4342
48283,11632
16539,2197
16307,1991
16335,2559
48658,900
14842,15601
49045,900
47867,8657
49146,1848
48065,48524
15628,1335
16685,335
48909,1397
49311,900
16322,331
47797,2777
15571,2552
48994,834
16719,1626
49435,3251
48688,3558
15498,1627
15424,878
15711,1335
15282,6741
49170,2140
15906,878
49015,724
14878,2197
49470,4916
15014,1797
15409,3064
47913,1343
48036,2119
48834,920
48503,3671
47561,3716
47546,2119
15318,1991
48929,3165
16220,2566
49228,2776
15241,644
16622,335
15036,14978
48740,1397
48218,2749
16537,3251
47685,2119
47901,3353
16386,3507
48663,1571
15544,2749
15674,3533
16413,2748
16702,2566
47832,1397
48255,1833
16005,1985
48350,3269
49280,724
15227,5331
48724,1566
15070,15778
49481,2776
82115,36726
16725,335
49069,875
16697,1085
47950,3520
16026,914
49272,3520
15430,1118
48346,29656
16134,3800
47921,2097
47876,2119
49323,3716
16571,3282
47604,2119
15050,15836
48791,1889
15225,2561
16254,1082
48013,3771
16739,7193
48326,21601
15440,5331
48243,6384
48033,48498
16061,14931
15443,363
16245,878
48855,6384
15904,15642
48657,3018
16058,335
48623,4916
15002,2197
48948,3291
14769,2734
16579,491
47626,4342
15936,3101
48729,48801
16165,852
47606,900
15930,2139
16392,4152
47551,1848
15885,1082
15471,874
48441,6384
48023,3602
48541,1833
14996,1579
16559,3264
15109,3570
16188,15775
48811,2119
16456,2504
14834,4152
15262,1335
49184,49234
48248,2119
15720,14936
16238,7193
48407,1011
47828,5847
15015,3316
49212,3301
15427,2749
48893,9225
15125,1082
49354,2945
16750,852
47650,834
15652,806
48202,3795
15255,1082
49243,2119
15316,9431
49306,491
48537,3695
16113,2566
48631,2749
49204,2262
16758,15743
49295,313
15399,2504
47708,2119
14966,331
47883,48800
47762,806
15136,4525
49083,1723
16461,15642
48981,7219
16581,457
48274,7220
48935,1569
16213,993
48312,1261
16221,15600
48882,2776
16591,5415
49019,6383
48317,1288
47848,2749
16704,806
48041,3059
15564,2139
47895,2119
49331,900
14882,878
15340,852
49374,2119
16118,1335
15890,644
14998,15772
47601,11693
47814,4521
16544,852
49337,48524
15495,5331
48236,834
49466,4916
49059,2119
15012,15835
48131,3602
15357,1579
15872,2197
49147,2119
16027,15745
48322,19673
47634,2734
14915,14932
48277,2147
16569,2139
48793,3671
49443,918
16452,336
48016,9452
48682,2119
49346,3520
48434,29656
16459,2173
47992,1848
14858,1291
16500,2505
48424,1571
16441,644
16763,1335
48667,900
16110,6741
48320,2119
15023,3082
49152,2734
14997,336
15210,3670
49406,2119
16655,806
48645,1916
16443,3101
15525,14975
47694,3602
16776,1082
16073,2566
48090,9452
15441,1514
47784,2776
47874,2119
16388,2505
16364,5863
16580,2197
48224,1030
15817,2573
47629,1307
15598,2552
48485,24651
48272,1011
48753,316
47875,2949
48385,3549
14982,335
48432,2263
47680,2119
15513,4152
15621,2414
48256,3634
15852,15838
49195,1578
15566,15787
15908,15638
49168,29656
14843,5863
14870,878
14943,1082
15481,2573
16143,4548
16207,15638
15538,15778
15699,806
16208,1578
51848,900
14970,2139
16468,1984
15552,1337
15941,2197
15206,336
15224,14976
15292,2666
15909,4165
14774,1271
14823,1174
15094,2140
16463,993
16527,2197
16603,15836
15220,15602
15325,2728
50257,2119
15967,1082
16224,3536
49557,900
15141,331
16045,2561
15731,1271
15010,2734
15335,15777
16762,2197
15963,806
81072,3112
14942,334
15235,1991
49712,51083
50000,900
14949,336
15618,2405
16283,1335
15018,878
14968,15778
15879,2140
51907,900
15236,1627
15522,1797
15221,1991
15561,15745
15478,2988
15580,644
15166,1514
51831,900
15196,5331
15790,335
16357,1983
15339,2734
14780,2197
15764,336
16158,2197
16122,14932
16259,878
15958,1514
15793,5415
16169,1340
14767,993
15651,14931
15265,1991
15610,14932
16506,2505
15843,9227
14985,2864
16140,3071
15280,3197
16302,15742
15167,13540
16667,3282
16271,3251
15650,806
14819,1082
16444,1604
15942,15787
16607,852
51307,900
14835,920
15508,2505
51200,3351
15820,2505
15796,14932
16662,993
15715,878
15950,15777
15005,4525
15195,985
51561,2119
15204,5331
51752,900
15185,4165
16211,806
49718,900
15718,3064
14948,3266
16409,874
16546,644
15586,422
15147,878
16689,1082
15107,3545
15515,2414
15926,913
15700,7193
49940,900
15919,335
16415,14936
16509,14932
49793,432
15557,878
16575,878
16361,2735
15370,15777
16699,335
16652,15787
16218,1514
15578,2405
16205,2566
16147,1085
16480,2567
16295,335
14805,2566
15400,806
15955,335
16712,5331
15576,1518
14790,15836
16518,336
82131,1013
50189,900
15096,7193
15411,336
50480,900
16654,1991
14766,422
16648,852
16170,1991
16460,724
16435,2218
16257,2566
16397,2858
15060,920
16479,5863
15264,15838
16145,2139
16533,2552
15294,806
15639,3316
15740,852
16368,1174
16436,1082
15845,1753
16374,878
15296,2781
16426,644
16670,1174
15759,2559
15482,3251
15873,2139
15336,1797
15207,806
15811,5024
15868,806
16358,2727
15719,3251
15352,1514
15201,2505
14744,2142
14755,1335
16287,806
15468,1174
16072,806
14846,1337
15194,1335
15455,1991
50162,2119
66821,2481
15287,2139
16701,15599
15154,3066
14959,3018
14799,335
14946,549
15543,336
81295,476
16312,2197
16674,362
16003,873
15406,15638
14824,2409
15685,3266
16176,993
15355,1255
16034,2504
15769,806
80971,3569
15422,993
16678,313
15200,15633
15881,1335
15630,878
15333,2197
15755,878
16334,2197
16329,985
14885,3251
15483,422
15420,14929
16035,2740
15476,874
15729,13540
16180,15633
15929,2139
16550,923
15079,335
15048,999
16025,2413
15475,331
16353,2552
15469,5331
15174,13540
15047,14936
15436,874
15690,1991
15139,852
15076,335
16384,1295
16013,1579
16766,14936
16138,1295
15381,1514
16619,878
66435,2139
14856,1657
15317,3064
51962,900
15090,2734
16532,14936
15579,2566
16449,336
14940,15787
16365,15633
15805,1514
15434,14936
15395,335
15116,15745
15964,913
16375,2661
15303,2197
15170,222
16556,313
15788,335
15932,335
15416,1257
15214,2691
16022,644
14735,3298
16629,14932
15785,2552
50846,900
15794,1509
16347,4525
50715,900
15944,14972
15413,9227
15259,806
16152,15641
15949,335
16534,3011
15004,2504
15518,1080
16472,1574
14836,14932
15215,1082
16414,1335
16775,2573
16683,1335
15575,2137
16592,3535
50838,2119
15810,1991
15614,3431
15939,2406
16551,3064
15933,3671
16037,806
14961,3018
14916,14932
16582,15836
51054,900
15559,313
15986,336
15917,2566
14924,555
81294,3112
16576,3102
14904,8321
15290,2666
16104,2566
16777,1514
15408,2734
15681,2748
16264,2099
16089,3533
14734,2147
16673,1397
14891,3101
14881,878
15577,2734
16680,2406
15029,2147
15882,2139
50535,2119
16349,3646
14847,15787
16774,806
14841,3324
16019,1514
15461,9227
16297,806
15679,4164
14742,15745
15567,15745
15501,2425
15256,2725
16410,3282
16243,336
14844,336
14754,2734
16262,1335
14837,5024
15706,2566
15031,15633
16088,2197
16614,644
16521,1082
16120,14936
50076,2119
15831,2504
15276,5863
16012,806
51857,900
16305,14932
15161,335
15976,1337
15822,11449
15387,335
15169,806
14903,7190
15892,7193
51261,900
16407,15635
16151,9227
16589,852
50833,2119
16595,644
15190,2197
51589,2119
15337,724
15237,3101
16185,335
51392,2119
16249,1082
15293,2666
15924,1131
16408,15772
50249,900
15263,1797
16080,644
16391,1082
15746,1848
49571,1655
16661,15745
16381,1130
16663,2664
15389,2566
16139,2504
15608,335
15386,1397
16578,3251
15768,3064
49812,2119
51913,900
16303,335
15345,920
15734,923
15398,15607
16618,2414
16084,331
15753,3266
14986,335
15960,4525
16112,15777
16617,2863
16132,313
15548,5863
15834,2734
51640,2119
81879,2139
15226,920
16508,2505
16696,335
51746,900
16366,878
16284,15635
16328,852
14803,2197
15902,2559
15473,15745
67178,2212
15756,1341
16199,878
16163,3071
82121,476
15464,1128
16292,2139
15878,1295
14848,335
14922,313
15940,1627
15272,9431
16530,1937
15999,1514
15111,336
16344,852
16261,13536
16277,1085
15046,7193
66319,2139
16060,2566
14782,1991
16412,336
15877,1261
16561,222
16709,1397
15832,1579
14743,878
15714,14932
15993,3325
16438,2139
16496,334
16281,878
14861,644
16448,2666
16232,1139
51869,432
14845,2734
15684,15772
15348,2406
15323,7193
50224,2119
16424,14936
50007,2119
16270,3316
15361,2147
15319,920
15253,2734
16324,1082
15925,2139
15347,2566
15138,1118
15385,3602
15396,852
15520,4525
16604,2504
16403,14977
15865,8934
15747,878
15115,1579
15737,336
15164,335
16601,3512
16017,806
15137,2781
16558,1082
15089,3800
16633,1335
15407,3535
15229,14936
15275,2236
15302,3431
51708,900
16227,993
16235,14932
16258,3800
15452,1991
14892,1085
15120,2858
15826,2197
16201,335
16101,2108
15978,2728
15394,335
14830,2140
15717,3316
51771,900
14826,2734
50540,2119
14736,335
15118,1082
50017,900
50506,900
15148,2147
15663,3800
14810,2566
81947,476
66535,66526
15803,1657
16285,2139
16108,1335
15301,14932
16178,15775
15069,2559
50439,2119
16511,14932
16293,1848
15517,14932
16093,14932
15384,2547
15371,1851
14880,2734
81109,3569
15175,15773
15344,3512
15080,2734
14840,3570
15848,335
50514,2119
15795,852
16464,1984
16092,2406
15675,806
16746,335
15212,852
15654,15836
16030,336
16450,2666
14760,1295
16664,3251
15108,1082
16047,2573
14779,1991
51265,900
15291,2666
15025,874
14909,2505
16182,2505
16552,2405
15083,2504
15870,15635
15813,644
15523,3800
16599,1335
51648,671
15053,2565
66556,251
16531,852
16499,1082
16004,3251
16786,15780
16596,644
15230,1261
16616,15638
16121,3014
16318,2405
16068,3599
16291,878
15270,724
15894,1335
16643,1514
16042,3520
16210,1578
16484,806
16716,1991
15516,3492
15979,724
51773,2119
16239,1991
15816,3251
16363,2552
15467,993
15034,1991
16065,1579
16510,1335
16466,336
15704,2573
50109,832
15530,852
16189,3570
16498,1335
15311,491
16020,873
51653,900
14222,2735
15899,1335
15921,5863
14828,1295
14957,3018
16737,806
15992,335
15379,14936
16263,14932
14778,335
15218,1335
14866,1335
50014,900
50084,2119
15534,1339
15011,331
15519,7193
16021,2197
15157,5415
15039,14931
16675,336
15035,2414
16736,1335
16242,1579
51971,2119
16320,920
16573,874
15896,3266
16032,2734
16226,2862
15709,15633
15410,15778
15346,1579
15649,15602
16217,2559
15694,2139
49537,2119
14867,1082
14739,1335
14965,1082
15158,2734
15915,1174
16379,1295
15622,15773
15460,3535
16520,2505
50876,828
15948,7193
14921,2228
15893,2425
15177,336
14973,8934
15797,3266
16157,3251
15454,1575
15146,5331
16708,336
15274,15745
14865,2734
16310,3829
16727,334
50663,2119
15058,2440
15285,2088
15695,1627
14825,15772
14822,336
14820,806
16714,313
16650,1984
15486,4998
15273,3800
15573,3264
15444,15772
15121,878
51813,900
14989,334
49579,2119
16562,1851
15075,15777
16543,2734
15880,335
16049,2566
15856,14932
15912,15742
15781,806
14899,3101
16785,14974
51118,2119
15620,1082
16123,1082
15056,878
15442,3829
16306,2147
16570,14932
16434,336
15299,2734
15710,6741
16237,1082
15155,2197
16155,1001
15428,923
16325,13536
14795,874
16317,1335
15093,1174
15326,2547
16057,15638
14849,878
15671,2197
16039,1611
51409,2119
15808,335
16191,1082
15596,2734
15463,2414
16753,1657
15702,2139
15354,335
15228,2734
51299,900
16457,2222
16563,335
15584,2139
16372,2414
15332,15745
16729,806
51682,900
16740,2025
16338,2559
14950,5331
16430,15635
16253,14934
16116,1085
16419,15745
15625,335
15026,2666
16192,335
16625,3251
16707,993
16125,335
50312,2119
16301,3316
15250,724
15367,2734
15040,335
16136,2734
16400,1335
15672,1082
15459,1848
14851,878
15888,3316
16053,331
15569,336
51320,2119
14853,3547
16111,2734
15839,14932
16009,2559
16679,874
15587,852
15542,2140
15585,15613
16471,1984
15127,2734
16074,6374
15972,2405
15804,5331
14798,14932
67015,2139
16761,2430
15689,5331
14797,15838
14937,15787
15502,1984
15624,9227
15995,15745
49843,900
50586,900
15821,1118
15360,335
15971,2197
15051,1335
14793,1579
15998,14980
16476,331
51893,900
50749,2119
15163,2147
50811,2119
14895,993
51636,2119
15128,336
16094,313
16453,15773
51521,2119
14839,1335
15233,1991
15205,3251
14753,724
15658,5331
16156,15638
16378,1455
14732,335
15030,15638
15042,1991
14747,2139
15825,985
16043,2870
15252,1797
51716,2119
50474,2119
15453,1082
15560,1174
14988,2139
15374,15773
16477,1518
16236,335
16296,984
15554,913
16082,2139
16315,844
16007,852
16376,15775
15657,2566
15504,15838
15095,3251
14919,2414
15754,334
15243,2414
16141,2504
14951,3251
15669,2505
16196,15633
16458,1514
15102,4164
16382,2197
16751,1514
15661,3101
15935,3480
16454,3480
16246,1782
15019,1335
15055,2139
16713,15773
15417,806
16001,2744
50256,1655
16373,3018
15078,336
16331,9227
15098,1082
15145,2781
15445,2197
15512,1509
16705,15777
15943,914
15901,2734
15705,2139
15295,2666
15726,874
15597,2566
15186,2666
16782,1991
15535,1278
15818,2139
16722,3800
16467,644
16439,3316
16721,3535
15990,1514
14923,999
15211,1335
16352,1295
16665,1298
16542,3512
14784,1579
14883,1851
15131,3293
16097,2566
15165,1851
16770,2139
16299,1984
50501,900
15724,335
15981,15787
51387,900
16153,2139
16054,1335
15683,15742
16764,993
16130,1518
15144,1082
14945,1335
15172,806
14738,2504
16380,1985
15437,913
16423,2139
14910,7190
51269,29656
16486,1257
15156,336
50854,2119
16646,2505
51373,2119
14770,15838
49820,2119
16726,2139
15526,878
14953,3018
16326,15773
16300,313
16279,2734
15653,7190
16171,1991
16657,4999
16070,2566
16395,3064
15480,2552
15342,1082
16298,547
14969,3299
16385,3264
14768,1579
15968,1174
50803,2119
15353,724
15466,1991
15279,993
16597,2139
14804,360
15767,360
14983,3316
15490,5863
16355,915
16390,4164
50099,2119
15693,1579
15987,874
16585,2197
16350,878
16079,335
66814,872
16099,2139
15985,1082
